step,is_surprise,best_err,z,z_thresh_eff,ema_err,sigma,ratio,plasticity,dominance,state_entropy,spectral_entropy,spectral_flatness,status,fatigue,surprise_rate_ema,hipp_bank,hipp_sim,hipp_chi,hipp_write,lr_scale_raw,lr_scale_eff,thermo_energy,thermo_rho,thermo_temp,thermo_lambda,ts_err,ts_expl,ts_cond
19,True,0.0016050199046730995,43.300923160542546,1.4603344089984742,0.027357769090172655,0.0005947390333923976,3.5895474824729128,0.00014345359430438534,,,,,CALIBRATING,0.38000000000000006,0.018829965135600917,INCIDENT,0.008999999612569809,0.05114963097567727,False,0.35,0.33657322186888466,5.221843820382988,1.2704729495971046,0.1250000000000001,0.9899763070170979,,,
20,True,0.0017722294433042407,37.029103406542966,1.4584201435908226,0.027332183550525788,0.0006902666215435601,3.361050328227571,0.00018746101750894626,,,,,CALIBRATING,0.4000000000000001,0.019811135170465316,INCIDENT,0.008799999952316284,0.05111895045428678,False,0.35,0.33658127550574973,8.302591931867028,1.2706729495302986,0.24375000000000022,0.9899663070204382,,,
21,True,0.0019821932073682547,34.12202792958316,1.4565226783736531,0.02730683356018263,0.0007421786420512944,3.189266890273119,0.0006939127274519517,,,,,CALIBRATING,0.4200000000000001,0.02079132403529485,INCIDENT,0.008799999952316284,0.05111895045428678,False,0.35,0.33658127550574973,10.784560309053733,1.2708729495298319,0.35656250000000034,0.9899563070204616,,,
22,True,0.0022139116190373898,31.567968496721466,1.4546419400060284,0.027281740638241483,0.0007940906625590287,3.0554134697357203,0.00026365727741842654,,,,,CALIBRATING,0.4400000000000001,0.021770532711259557,INCIDENT,0.00860000029206276,0.05108828833565648,False,0.35,0.33658932431189015,12.762928801715745,1.271072949529823,0.4637343750000004,0.989946307020462,,,
23,True,0.002476165536791086,27.489392024570815,1.4527778558034445,0.02725693506314003,0.000901466627715854,2.9481765834932823,0.00011236358903357412,,,,,CALIBRATING,0.46000000000000013,0.0227487621785483,INCIDENT,0.008799999952316284,0.05111895045428678,False,0.35,0.33658127550574973,14.135606076070463,1.2712729495298225,0.5655476562500005,0.9899363070204621,,,
24,True,0.0027735712938010693,25.402935605278515,1.4509303537330684,0.02723245169937069,0.0009628367675933987,2.8603351955307263,5.971852088044011e-05,,,,,CALIBRATING,0.48000000000000015,0.023726013416369752,INCIDENT,0.00839999970048666,0.05105764446609464,False,0.35,0.33659736832765014,15.162373698632441,1.2714729495298225,0.6622702734375006,0.9899263070204621,,,
25,True,0.003068651771172881,23.303285707327777,1.4490993624090218,0.027208287899442494,0.0010358898067614063,2.7870637207813,4.9069742641122786e-05,,,,,CALIBRATING,0.5000000000000001,0.024702287402953382,INCIDENT,0.00800000037997961,0.050996412143494256,True,0.35,0.33661344181233277,15.876503257649114,1.2716729495298225,0.7541567597656256,0.9899163070204622,,,
26,True,0.003456895938143134,21.451512971332217,1.447284811087711,0.027184536507481195,0.0011061056905891746,2.72501478415139,0.00011041421229770237,,,,,CALIBRATING,0.5200000000000001,0.02567758511555043,INCIDENT,0.7071999907493591,0.4154470840162151,True,0.35,0.24094514044574353,16.33404744021665,1.2718729495298224,0.8414489217773443,0.9899063070204622,,,
27,True,0.0038295185659080744,19.58116582241784,1.4454866296632032,0.027161181489539624,0.00119153594506206,2.671793463334249,0.00046923507124873426,,,,,CALIBRATING,0.5400000000000001,0.02665190753043488,INCIDENT,0.7390000224113464,0.4570328847652438,True,0.35,0.23002886774912348,16.558807147418843,1.2720729495298224,0.9243764756884771,0.9898963070204623,,,
28,True,0.0042978920973837376,16.786060625456567,1.443704748662647,0.027138318200147466,0.0013606781610287725,2.6256410256410256,0.0008191752626390793,,,,,CALIBRATING,0.5600000000000002,0.027625255622904445,INCIDENT,0.65420001745224,0.3543748783986637,True,0.35,0.25697659442035076,16.481586218873833,1.2722729495298224,1.0031576519040533,0.9898863070204623,,,
29,True,0.004767725709825754,15.921233817036049,1.4419390992417407,0.027115947607657145,0.0014036739962903083,2.585236835777831,0.0007243514306645476,,,,,CALIBRATING,0.5800000000000002,0.02859763036728154,INCIDENT,0.6593999862670898,0.35994643826489264,True,0.35,0.25551405995546567,16.32561057526143,1.2724729495298224,1.0779997693088506,0.9898763070204624,,,
30,True,0.00533068785443902,14.211289856699551,1.4401896131802419,0.027094162347903926,0.0015314214763697237,2.5495699411498416,0.0007236276367609399,,,,,CALIBRATING,0.6000000000000002,0.02956903273691426,INCIDENT,0.6179999709129333,0.3179058251907185,True,0.35,0.2665497208874364,16.01424513700342,1.2726729495298224,1.1490997808434082,0.9898663070204624,,,
31,True,0.005925373174250126,12.953008027283166,1.438456222877524,0.02707299355873027,0.0016326416489464463,2.5178533247808423,0.000959588114538085,,,,,CALIBRATING,0.6200000000000002,0.030539463704177348,INCIDENT,0.649399995803833,0.3493084233246529,True,0.35,0.25830653887727856,15.608195493196073,1.2728729495298223,1.216644791801238,0.9898563070204625,,,
32,True,0.006618286948651075,11.785398149846776,1.436738861348175,0.02705253885212019,0.0017338618215231689,2.489465153970827,0.0010044314326527885,,,,,CALIBRATING,0.6400000000000002,0.03150892424047317,INCIDENT,0.6032000184059143,0.3040996166872278,True,0.35,0.2701738506196027,15.125998487448001,1.2730729495298223,1.280812552211176,0.9898463070204625,,,
33,True,0.007338389754295349,10.350126403061438,1.4350374622176405,0.027032824703022366,0.0019028207175229908,2.46390760346487,0.0011055512469984189,,,,,CALIBRATING,0.6600000000000003,0.032477415316232695,INCIDENT,0.6531999707221985,0.35331329732589023,True,0.35,0.25725525945195377,14.548503008881273,1.273272949529822,1.341771924600617,0.9898363070204625,,,
34,True,0.008204606361687183,9.4912233007149,1.4333519597179085,0.027013996484681033,0.001981766683497699,2.440777411074441,0.0013943110281283355,,,,,CALIBRATING,0.6800000000000003,0.03344493790091646,INCIDENT,0.6209999918937683,0.32077991170666764,True,0.35,0.2657952731769997,13.942877595644157,1.2734729495298212,1.3996833283705863,0.9898263070204626,,,
35,True,0.009088723920285702,8.205273569589048,1.4316822886832383,0.026996071212116637,0.0021824192868109093,2.4197444424995624,0.001527475361888288,,,,,CALIBRATING,0.7000000000000003,0.034411492963015544,INCIDENT,0.6425999999046326,0.34225472805468665,True,0.35,0.26015813388564474,13.26923080208765,1.2736729495298178,1.4546991619520568,0.9898163070204627,,,
36,True,0.010108066722750664,7.357471734677145,1.4300283845459307,0.02697918320762727,0.002293058960099006,2.4005358338914937,0.0017686737451388882,,,,,CALIBRATING,0.7200000000000003,0.03537708147005253,INCIDENT,0.6358000040054321,0.33534347028018074,True,0.35,0.26197233905145256,12.578181246180634,1.273872949529805,1.5069642038544542,0.9898063070204633,,,
37,True,0.011251460760831833,6.260162189134911,1.4283901833321402,0.026963455485180476,0.0025098382836818926,2.382924089231263,0.0021274814322737147,,,,,CALIBRATING,0.7400000000000003,0.036341704388582474,INCIDENT,0.6638000011444092,0.3647292444963497,True,0.35,0.2542585733197082,11.846519983735572,1.2740729495297491,1.5566159936617314,0.9897963070204662,,,
38,True,0.012470130808651447,5.491468431669016,1.4267676216577279,0.026948962160503947,0.0026366046772396657,2.4143351147437913,0.002635601579211062,0.7437916398048401,0.3156072926883285,,,CALIBRATING,0.7600000000000003,0.03730536268419389,INCIDENT,0.6438000202178955,0.3434890864822428,True,0.35,0.25983411479841123,11.316807574587328,1.2742729495295881,1.728785193978645,0.9897863070204742,,,
39,True,0.013837283477187157,4.5748684745964185,1.4251606367241563,0.026935850481820633,0.00286315706721798,2.4444786693362084,0.003033807511828859,0.7408334016799927,0.3192845859581994,,,CALIBRATING,0.7800000000000004,0.038268057321509695,INCIDENT,0.6079999804496765,0.3085102969719359,True,0.35,0.2690160470448668,10.74709639377606,1.2744729495290852,1.8923459342797129,0.9897763070204993,,,
40,True,0.015352433547377586,3.824865500910716,1.4235691663144245,0.026924267064886192,0.003025422335701296,2.473429951690821,0.0033777006629681344,0.7389501333236694,0.3222842377549229,,,CALIBRATING,0.8000000000000004,0.039229789264188186,INCIDENT,0.6453999876976013,0.3451417637580927,False,0.35,0.25940028701350065,10.158398389022617,1.2746729495274525,2.0477286375657275,0.989766307020581,,,
41,True,0.016998538747429848,3.087645418481293,1.4219931487890434,0.026914341336568736,0.0032114447241212473,2.501258327165063,0.0039059584239703174,0.7375869750976562,0.3248014020933166,,,CALIBRATING,0.8200000000000004,0.040190559474924,INCIDENT,0.6341999769210815,0.33373765148876905,False,0.35,0.2623938664841981,9.554092688303696,1.274872949521985,2.1953422056874414,0.9897563070208544,,,
42,True,0.018876580521464348,2.31647378314809,1.4204325230820503,0.026906303575753632,0.003466356111044297,2.5280278826604707,0.004565088851787792,0.7361545562744141,0.3273618872582754,,,CALIBRATING,0.8400000000000004,0.04115036891544907,INCIDENT,0.6132000088691711,0.31336081982355535,False,0.35,0.2677427847963167,8.932325288847881,1.275072949503025,2.33557509540307,0.9897463070218023,,,
43,True,0.020945096388459206,1.637829042833058,1.4188872286970642,0.026900342368566334,0.0036360608002200022,2.5537979193387486,0.005234478510491253,0.7338933944702148,0.3304384720762857,,,CALIBRATING,0.8600000000000004,0.04210921854653362,INCIDENT,0.5906000137329102,0.2928191901826757,False,0.35,0.2731349625770476,8.30382846243004,1.2752729494363841,2.4687963406329168,0.9897363070251344,,,
44,False,0.023290440440177917,0.9237801202493862,1.4173572057033792,0.026896732466637947,0.0039038424267957453,2.626389284696495,0.0,0.7312153577804565,0.33386817770954164,,,CALIBRATING,0.8550000000000004,0.04206710932798709,INCIDENT,,0.0,False,0.35,0.35,7.673206182706721,1.2754729492011545,2.5953565236012714,0.9897263070368959,,,
45,True,0.08411828428506851,13.799111939300648,1.4158282363789414,0.026953954018456378,0.004142609359070775,2.6032705785351107,0.006019404302095744,0.7298967838287354,0.33629407389876415,,,CALIBRATING,0.8750000000000004,0.043025042218659104,INCIDENT,0.5388000011444092,0.2506744994038724,True,0.35,0.28419794390648345,8.385568778905672,1.2756729491445642,2.7155886974212082,0.9897163070397255,,,
46,True,0.01927235722541809,1.7131365826078262,1.4143144645435686,0.026946272421663336,0.004479453228745842,2.626349892008639,0.009025059071605062,0.7296940684318542,0.338079691075291,,,CALIBRATING,0.8950000000000005,0.043982017176440444,INCIDENT,0.527400016784668,0.2422463853094038,False,0.35,0.28641032385628146,7.816889339212517,1.2758729489680862,2.829809262550148,0.9897063070485493,,,
47,True,0.043982237577438354,3.6159403526849903,1.4128158314281467,0.02696330838681911,0.004706639914007974,2.6486271388778353,0.01010431416720621,0.7299230098724365,0.3393815239726281,,,CALIBRATING,0.9150000000000005,0.044938035159264006,INCIDENT,0.5058000087738037,0.22704660511919506,False,0.35,0.2904002661562113,7.495452515709445,1.276072948632436,2.9383187994226407,0.9896963070653318,,,
48,True,0.037401363253593445,2.072300618625934,1.4113322788172908,0.026973746441685886,0.005031903536670142,2.6701434159061277,0.011451770015053894,0.7307640910148621,0.3398929620804262,,,CALIBRATING,0.9350000000000005,0.04589309712410474,INCIDENT,0.4869999885559082,0.21459558238714,False,0.35,0.2936686596233757,7.051779068828652,1.2762729478172512,3.041402859451509,0.9896863071060911,,,
49,True,0.04298193380236626,3.00036923954566,1.4098637490455936,0.026989754629046566,0.005330070366853033,2.690937059351365,0.012945799251333578,0.7321904897689819,0.33981897319298365,,,CALIBRATING,0.9550000000000005,0.046847204026980636,INCIDENT,0.4681999981403351,0.20282738019008828,False,0.35,0.2967578127001018,6.7456496633880825,1.2764729463135693,3.1393327164789335,0.9896763071812752,,,
50,True,0.04996878281235695,4.008870036849321,1.4084101849939121,0.027012733657229875,0.00572631413443596,2.7110438729198183,0.015229941871477057,0.7349820137023926,0.3380894347563469,,,CALIBRATING,0.9750000000000005,0.04780035682295366,INCIDENT,0.46219998598098755,0.19920914185126698,True,0.35,0.29770760026404236,6.57197482630857,1.2766729441853943,3.2323660806549865,0.9896663072876839,,,
51,True,0.05861271545290947,5.23907560564095,1.4069715300856906,0.027044333639025555,0.006025563322639209,2.7304973334986977,0.01755355004352244,0.7388724684715271,0.3349243156277351,,,CALIBRATING,0.9950000000000006,0.048752556466130706,INCIDENT,0.46860000491142273,0.20307092326549497,True,0.35,0.29669388264280755,6.540207193753727,1.276872941917618,3.3207477766222375,0.9896563074010727,,,
52,True,0.06928867101669312,6.587580091410666,1.4055477282833213,0.027086577976403223,0.006406311946827918,2.7070415765441,0.020414023534591364,0.7440066337585449,0.3304355980408663,,,CALIBRATING,1.0,0.04970380390966458,INCIDENT,0.4607999920845032,0.1983742216552094,True,0.35,0.2979267668155075,6.648524799050666,1.2770729400915488,3.404710387791126,0.9896463074923761,,,
53,True,0.08202223479747772,8.08118221667495,1.4041387240845398,0.0271415136332243,0.00679117481734429,2.685001748048013,0.023890420064523257,0.7491329908370972,0.32553824168626055,,,CALIBRATING,1.0,0.05065410010575491,INCIDENT,0.45239999890327454,0.19343765722858738,True,0.35,0.2992226149774958,6.89753476857823,1.2772729389817847,3.48447486840157,0.9896363075478644,,,
54,True,0.09683188050985336,9.72429131480536,1.4027444625188574,0.02721120400010093,0.0071594601864460854,2.6642533936651582,0.027547499010082237,0.7546210289001465,0.32002493047238656,,,CALIBRATING,1.0,0.05160344600564916,INCIDENT,0.4480000138282776,0.19090106708344498,True,0.35,0.2998884698905957,7.288340041392868,1.27747293847388,3.560251124981491,0.9896263075732596,,,
55,True,0.11323480308055878,11.234640901514858,1.4013648891440298,0.027297227599181385,0.007649338882722076,2.6446862292559623,0.032052057733242524,0.7605593800544739,0.3138006810335553,,,CALIBRATING,1.0,0.052551842559643513,INCIDENT,0.4410000145435333,0.18693394564577268,True,0.35,0.3009298392679846,7.793737302247758,1.2776729382890384,3.632238568732417,0.9896163075825017,,,
56,True,0.13029803335666656,12.796419007947936,1.3999999500425588,0.02740022840493887,0.00804114064159803,2.6262021799529816,0.03724750018675269,0.7665504217147827,0.3073385175407401,,,CALIBRATING,1.0,0.05349929071708387,INCIDENT,0.42480000853538513,0.17806618456616108,True,0.35,0.30325762655138266,8.407476579069543,1.2778729382348741,3.7006266402957957,0.98960630758521,,,
57,True,0.14674538373947144,13.85728515915015,1.3986495918182316,0.027519573560273403,0.008603836091261472,2.6087137360923367,0.04255993052597228,0.7720891833305359,0.30140310866155545,,,CALIBRATING,1.0,0.05444579142636679,INCIDENT,0.4235999882221222,0.17742628797488066,True,0.35,0.3034255994065938,9.068428969308144,1.2780729382204326,3.7655953082810063,0.9895963075859321,,,
58,True,0.16107438504695892,14.712678456077668,1.3973137615926925,0.02765312837176009,0.009068454603524878,2.5921425678412313,0.04868815731228046,0.7774228453636169,0.2954069244480149,,,GREEN: NOMINAL,1.0,0.05539134563494042,INCIDENT,0.3937999904155731,0.16225274117925118,True,0.35,0.30740865544044654,9.751270531981305,1.278272938216747,3.8273155428669563,0.9895863075861163,,,
59,True,0.17217527329921722,14.95938824472434,1.3959924070020504,0.027797650516687547,0.009651305282048998,2.5764183522446964,0.05561666674931312,0.7822165489196777,0.28982148195495716,,,GREEN: NOMINAL,1.0,0.05633595428930548,INCIDENT,0.36559998989105225,0.14909076009480984,True,0.35,0.3108636754751124,10.392713507564793,1.2784729382157252,3.885949765723608,0.9895763075861674,,,
60,True,0.18032559752464294,15.032974655444885,1.3946854761935201,0.0279501784636955,0.010136079023173079,2.5614777756397924,0.06205717932586923,0.7862576842308044,0.2845522885056674,,,GREEN: NOMINAL,1.0,0.05727961833501618,INCIDENT,0.32760000228881836,0.13302742179087804,True,0.35,0.3150803017798945,10.979334771466888,1.2786729382154092,3.941652277437428,0.9895663075861832,,,
61,True,0.18764552474021912,14.859813579579578,1.3933929178220967,0.028109873809972027,0.010736046591424383,2.5472636815920398,0.07017015378729924,0.7888451218605042,0.28034520886529063,,,GREEN: NOMINAL,1.0,0.058222338716681164,INCIDENT,0.30399999022483826,0.12393475399391318,True,0.35,0.3174671270765978,11.491428203936454,1.2788729382152957,3.9945696635655565,0.989556307586189,,,
62,True,0.19675171375274658,14.861766731213367,1.392114681047264,0.028278515649914803,0.011336014159675688,2.533724340175953,0.0776228589429914,0.7902074456214905,0.27693656780870585,,,GREEN: NOMINAL,1.0,0.05916411637796448,INCIDENT,0.26499998569488525,0.11025052057304609,True,0.35,0.3210592383495754,11.953575628648611,1.2790729382152506,4.044841180387278,0.9895463075861912,,,
63,True,0.20799630880355835,14.919769085560532,1.3908507155297356,0.028458233443068446,0.01203356930867303,2.520812818906096,0.08431859746014414,0.7905153036117554,0.273964674988228,,,GREEN: NOMINAL,1.0,0.06010495226158652,INCIDENT,0.24220000207424164,0.10296151577973094,True,0.35,0.32297260210782064,12.376105053924555,1.2792729382152312,4.092599121367915,0.9895363075861922,,,
64,True,0.21696433424949646,14.890525087369284,1.3896009714282294,0.028646739543874873,0.01264680685205385,2.5084864391951007,0.09070427329807434,0.7902847528457642,0.271383861280059,,,GREEN: NOMINAL,1.0,0.06104484730932493,INCIDENT,0.1987999975681305,0.09039195514565523,True,0.35,0.3262721117742655,12.754039289760287,1.2794729382152221,4.137969165299519,0.9895263075861926,,,
65,True,0.21711945533752441,14.00444642587728,1.388365399396274,0.028835212259668522,0.013444604474329389,2.4967063050731455,0.09386591036026244,0.7890234589576721,0.2693714056006765,,,GREEN: NOMINAL,1.0,0.06198380246201561,INCIDENT,0.19300000369548798,0.08883274127276009,True,0.35,0.32668140541590046,13.005724407235105,1.2796729382152165,4.181070707034543,0.9895163075861929,,,
66,True,0.20453976094722748,12.518444337302737,1.3871439505790475,0.02901091680835608,0.01402161797499284,2.4854368932038833,0.09647410473236369,0.7872720956802368,0.26772631824139315,,,GREEN: NOMINAL,1.0,0.0629218186595536,INCIDENT,0.17299999296665192,0.08365952245904319,True,0.35,0.3280393753545011,13.083462302741477,1.2798729382152119,4.222017171682816,0.9895063075861932,,,
67,True,0.18061265349388123,10.138955626372525,1.3859365766102483,0.029162518545041607,0.014937449233420193,2.4746456950929794,0.09655258001843928,0.7858491539955139,0.26590689609947626,,,GREEN: NOMINAL,1.0,0.06385889684089405,INCIDENT,0.18459999561309814,0.08662212481768826,True,0.35,0.32726169223535684,12.915257744852465,1.2800729382152052,4.260916313098675,0.9894963075861936,,,
68,True,0.15135519206523895,7.7668719012792105,1.3847432296089979,0.029284711218561802,0.015716813975851982,2.4643029038986044,0.09567545876049963,0.7850488424301147,0.2640040568319728,,,GREEN: NOMINAL,1.0,0.06479503794405315,INCIDENT,0.18000000715255737,0.08543495280055641,True,0.35,0.3275733248898539,12.526520057515583,1.280272938215191,4.297870497443741,0.9894863075861943,,,
69,True,0.12391667068004608,5.664836612675086,1.3835638621767743,0.029379343178023286,0.016688447340298444,2.4793204731285226,0.09259725500178183,0.7841922640800476,0.2624052870069174,,,GREEN: NOMINAL,1.0,0.0657302429061091,INCIDENT,0.19259999692440033,0.08872620411491161,True,0.35,0.3267093714198357,11.96625806682966,1.280472938215147,4.3329769725715535,0.9894763075861964,,,
70,True,0.10245686024427414,4.166060651806379,1.3823984273943775,0.029452420695089535,0.017523614188749342,2.494028912633564,0.09215373102421578,0.7841002345085144,0.2601948558511165,,,GREEN: NOMINAL,1.0,0.06666451266320299,INCIDENT,0.17440000176429749,0.08401163358178634,True,0.35,0.32794694618478104,11.312300111811865,1.2806729382149846,4.366328123942975,0.9894663075862046,,,
71,True,0.08717121183872223,3.0991716035418397,1.3812468788189247,0.029510139486233166,0.018605317719932644,2.5084376701143167,0.09041159033574081,0.7844691872596741,0.25789496158058467,,,GREEN: NOMINAL,1.0,0.06759784815053979,INCIDENT,0.16580000519752502,0.08187185611106695,False,0.35,0.3285086377708449,10.617391746268664,1.2808729382143327,4.398011717745827,0.9894563075862371,,,
72,True,0.07573013752698898,2.3453917915640856,1.380109170480877,0.029556359484273924,0.019687021251115946,2.5225558121632026,0.08612589609334846,0.7862322926521301,0.254961763090631,,,GREEN: NOMINAL,1.0,0.06853025030238925,INCIDENT,0.14100000262260437,0.07600166795713795,False,0.35,0.33004956216125125,9.917392483429593,1.281072938211689,4.428111131858535,0.9894463075863693,,,
73,True,0.0660916194319725,1.7869211137092817,1.3789852568810956,0.029592894744221623,0.02042548180092126,2.5363920432893834,0.08338696466687007,0.7889181971549988,0.2516298272354523,,,GREEN: NOMINAL,1.0,0.06946172005208687,INCIDENT,0.12780000269412994,0.0730508144293341,False,0.35,0.3308241612122998,9.23262916568437,1.28127293820129,4.456705575265608,0.9894363075868893,,,
74,False,0.05722992494702339,1.2961907607197827,1.3778750929879287,0.029620531774424426,0.021300408866722135,2.5752171925011433,0.0,0.7922042012214661,0.24821168784229863,,,GREEN: NOMINAL,0.995,0.06939225833203479,INCIDENT,,0.0,False,0.35,0.35,8.568499201925583,1.2814729381620389,4.483870296502327,0.9894263075888519,,,
75,True,0.19189254939556122,7.484617797581727,1.3767648665168237,0.029782803792045565,0.02165905460875947,2.563635004857634,0.05532856328906783,0.7960880994796753,0.24479973463513915,,,GREEN: NOMINAL,1.0,0.07032286607370275,INCIDENT,0.09939999878406525,0.0670846513797428,True,0.35,0.3323902790128175,8.592767391327548,1.2816729381246474,4.509676781677211,0.9894163075907214,,,
76,True,0.07379855960607529,2.0047860637401316,1.3756683366300826,0.029826819547859595,0.021933382745180276,2.576672587329781,0.07502880291726735,0.8004060983657837,0.24138241889847764,,,GREEN: NOMINAL,1.0,0.07125254320762905,INCIDENT,0.13220000267028809,0.07402147745653506,False,0.35,0.33056936216765953,8.066696476457345,1.2818729380175669,4.53419294259335,0.9894063075960754,,,
77,True,0.06300264596939087,1.4288212326558016,1.3745854592262554,0.029859995374281127,0.02319579933278728,2.5894597962325,0.07097555972266492,0.8053083419799805,0.23787117127250018,,,GREEN: NOMINAL,1.0,0.07218129066442143,INCIDENT,0.12439999729394913,0.07230948216659702,False,0.35,0.33101876093126825,7.537183919293304,1.2820729377087938,4.557483295463682,0.9893963076115141,,,
78,False,0.029270073398947716,0.024178818084293518,1.373516190662629,0.029859405452305796,0.02437389831477776,2.6267956610964527,0.0,0.8105119466781616,0.23435352716525398,,,GREEN: NOMINAL,0.995,0.072109109373757,INCIDENT,,0.0,False,0.35,0.35,7.019063087184043,1.2822729368384862,4.579609130690498,0.9893863076550294,,,
79,True,0.0978914126753807,2.633420575703968,1.3724467632161759,0.029927437459528868,0.025808249484677796,2.638983666061706,0.047361722391946096,0.8163089752197266,0.2306629677684778,,,GREEN: NOMINAL,1.0,0.07303700026438324,INCIDENT,0.1265999972820282,0.07278830311732062,False,0.35,0.3308930704317033,6.718851680184728,1.2824729352520146,4.600628674155973,0.989376307734353,,,
80,False,0.038944002240896225,0.33064200921186154,1.371390893384097,0.029936454024310236,0.027242600654577835,2.6759581881533103,0.0,0.8222379684448242,0.226906866344455,,,GREEN: NOMINAL,0.995,0.07296396326411886,INCIDENT,,0.0,False,0.35,0.35,6.28651953261434,1.2826729314854197,4.620597240448174,0.9893663079226828,,,
81,True,0.07156135886907578,1.5124585495117067,1.37033483501666,0.029978078929155,0.02749383112241048,2.6875674120946287,0.0427391441955862,0.8278542757034302,0.2233285695750964,,,GREEN: NOMINAL,1.0,0.07389099930085474,INCIDENT,0.12520000338554382,0.072483234666422,False,0.35,0.3309731509000642,5.9509130925156075,1.2828729241157328,4.639567378425766,0.989356308291167,,,
82,True,0.0893903374671936,2.13274057828537,1.3692922836555335,0.03003749118769304,0.027829379195859653,2.698959965807095,0.05553993476612794,0.8329635858535767,0.22017000464920924,,,GREEN: NOMINAL,1.0,0.07481710830155389,INCIDENT,0.12680000066757202,0.07283198994343403,False,0.35,0.33088160263984856,5.712771936551798,1.2830729122500992,4.657589009504477,0.9893463088844487,,,
83,False,0.0225291159003973,0.2593945098664698,1.3682631970178976,0.030029982812405747,0.028916829873807726,2.7352375525322317,0.0,0.8371531963348389,0.2175486740514696,,,GREEN: NOMINAL,0.995,0.07474229119325233,INCIDENT,,0.0,False,0.35,0.35,5.385697261302047,1.283272889427112,4.674709559029253,0.9893363100255981,,,
